,age,workclass,education,marital.status,occupation,relationship,race,sex,hours.per.week,income_binary,capital,continent
13392,22,Private,9th,Never-married,Machine-op-inspct,Unmarried,White,Male,40,0,0,Latin America & Caribbean
22785,45,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
6439,55,State-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,38,1,7688,North America
6031,40,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,0,North America
386,30,Private,11th,Never-married,Other-service,Own-child,White,Female,19,0,0,North America
1628,49,Private,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,40,1,0,North America
11777,29,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,0,0,North America
27968,22,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,25,0,0,North America
29144,55,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,1,3103,North America
13851,61,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,0,North America
7718,26,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,0,0,North America
7544,47,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,48,0,0,North America
11381,26,Private,HS-grad,Divorced,Handlers-cleaners,Own-child,White,Female,40,0,0,North America
4658,40,Private,Bachelors,Divorced,Protective-serv,Not-in-family,White,Male,45,0,0,North America
12497,30,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,0,North America
9101,29,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,60,1,-1485,North America
10058,23,Private,Some-college,Never-married,Exec-managerial,Other-relative,Black,Female,40,0,0,North America
1842,28,Private,Some-college,Never-married,Sales,Other-relative,White,Female,40,0,0,North America
18881,42,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty,Unmarried,White,Female,44,1,7430,North America
16585,39,Local-gov,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,44,0,2202,North America
27055,41,Self-emp-not-inc,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,0,North America
3868,41,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,1,0,North America
5054,55,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,40,0,0,Europe & Central Asia
5889,26,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,40,0,0,North America
14376,49,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,1,0,North America
19086,29,Private,10th,Never-married,Craft-repair,Not-in-family,White,Male,48,0,0,North America
24306,67,Self-emp-not-inc,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,0,0,North America
28686,18,Private,11th,Never-married,Sales,Own-child,White,Female,20,0,0,North America
16715,34,Federal-gov,12th,Married-civ-spouse,Armed-Forces,Husband,White,Male,40,0,0,North America
3808,46,State-gov,Some-college,Divorced,Prof-specialty,Unmarried,White,Female,50,0,1506,North America
27259,23,Private,Bachelors,Never-married,Sales,Own-child,White,Male,32,0,0,North America
935,38,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,0,0,North America
10651,52,Private,HS-grad,Widowed,Priv-house-serv,Other-relative,White,Female,40,0,0,North America
1774,57,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,80,0,0,North America
26795,46,Private,11th,Divorced,Prof-specialty,Unmarried,Amer-Indian-Eskimo,Male,40,1,0,North America
24995,26,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,50,0,0,North America
3744,59,Self-emp-not-inc,HS-grad,Divorced,Other-service,Own-child,White,Female,24,0,0,North America
17373,43,Private,9th,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,0,-625,North America
5443,20,Local-gov,HS-grad,Never-married,Handlers-cleaners,Own-child,Black,Male,40,0,0,North America
27770,36,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,1,0,North America
13969,65,Private,Bachelors,Widowed,Other-service,Not-in-family,White,Female,40,0,0,North America
23377,43,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Female,30,1,0,North America
1875,50,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,38,0,0,North America
22190,19,Private,Some-college,Never-married,Sales,Own-child,Asian-Pac-Islander,Female,18,0,0,East Asia & Pacific
3760,57,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,78,0,0,North America
28164,61,Private,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,Latin America & Caribbean
22958,47,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Female,25,0,0,Europe & Central Asia
3052,32,Private,Some-college,Divorced,Farming-fishing,Not-in-family,White,Female,54,0,-1590,North America
20125,41,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,-1485,North America
13654,44,Private,Doctorate,Married-civ-spouse,Exec-managerial,Wife,White,Female,32,1,15024,North America
24749,50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,-1902,North America
13146,34,Private,HS-grad,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,35,1,14084,East Asia & Pacific
28189,40,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,45,0,0,North America
4615,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,0,0,North America
15812,17,Private,9th,Never-married,Transport-moving,Not-in-family,White,Male,20,0,0,North America
3321,52,Private,HS-grad,Separated,Adm-clerical,Other-relative,White,Female,40,0,0,North America
27360,51,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,1,7298,Latin America & Caribbean
22630,26,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,40,0,0,North America
22432,39,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,40,0,0,North America
3311,65,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,15,0,0,North America
26636,38,Private,HS-grad,Never-married,Other-service,Unmarried,Black,Female,40,0,0,North America
26527,57,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,0,0,North America
26786,27,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,80,0,0,North America
29228,47,Self-emp-not-inc,11th,Divorced,Exec-managerial,Unmarried,White,Female,55,0,0,North America
12743,22,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,40,0,0,North America
12871,39,Private,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,60,0,0,North America
11595,42,Self-emp-not-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,40,0,0,North America
8210,35,Private,Some-college,Separated,Adm-clerical,Not-in-family,Black,Male,40,0,0,North America
11431,43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,45,0,0,North America
20012,38,Local-gov,Some-college,Widowed,Transport-moving,Not-in-family,Black,Female,47,0,0,North America
20013,28,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,50,1,0,North America
17740,36,Private,Some-college,Divorced,Prof-specialty,Not-in-family,White,Male,40,0,0,North America
21386,50,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,15024,North America
16018,42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,35,0,0,North America
1517,34,Local-gov,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,0,0,North America
28677,24,Private,HS-grad,Separated,Machine-op-inspct,Unmarried,Other,Female,40,0,0,North America
22207,36,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,-1977,North America
4492,37,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
22054,56,Self-emp-not-inc,Masters,Never-married,Sales,Not-in-family,White,Male,16,0,0,North America
3112,20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,20,0,0,North America
16566,19,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,35,0,0,North America
16294,22,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,40,0,0,North America
11834,57,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
2866,26,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1,0,North America
855,42,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,55,0,0,North America
27706,42,Federal-gov,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1,0,North America
4912,60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
13860,22,Private,Assoc-voc,Divorced,Tech-support,Not-in-family,White,Male,60,0,0,North America
5463,27,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,0,0,North America
18184,36,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,60,0,0,North America
22760,43,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
5482,42,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,16,0,0,North America
12605,45,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,40,0,0,North America
27545,44,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,56,1,14084,North America
18352,26,Private,12th,Never-married,Craft-repair,Not-in-family,White,Male,40,0,0,Latin America & Caribbean
3828,41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,1,-1902,North America
27239,53,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
4697,50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,1,3103,North America
15200,47,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,1,0,North America
4987,35,Private,12th,Married-civ-spouse,Craft-repair,Wife,White,Female,50,0,0,North America
4650,48,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,1,0,North America
17543,56,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
25789,21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,16,0,0,North America
26568,29,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,55,0,0,North America
17709,19,Private,Some-college,Never-married,Other-service,Own-child,White,Female,15,0,0,North America
10288,27,Private,10th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,0,0,North America
21477,46,Private,9th,Separated,Craft-repair,Unmarried,White,Female,40,0,0,North America
21180,17,Local-gov,12th,Never-married,Adm-clerical,Own-child,White,Female,12,0,0,North America
6796,35,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,58,0,0,North America
5808,54,State-gov,HS-grad,Separated,Exec-managerial,Unmarried,White,Female,38,0,0,North America
29966,60,Private,7th-8th,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Male,40,0,0,North America
17839,53,Private,Some-college,Widowed,Exec-managerial,Unmarried,White,Female,40,0,0,North America
5410,20,Private,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,15,0,0,North America
8333,51,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,0,North America
2800,57,Self-emp-inc,Prof-school,Married-civ-spouse,Transport-moving,Husband,White,Male,50,1,15024,North America
9836,18,Private,Some-college,Never-married,Other-service,Own-child,White,Female,16,0,0,North America
10332,32,Private,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,42,1,7298,North America
12728,43,Private,HS-grad,Divorced,Other-service,Not-in-family,Black,Female,35,0,-1762,North America
24000,20,Private,Some-college,Never-married,Sales,Own-child,White,Male,16,0,0,North America
28560,21,Private,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,40,0,0,North America
13778,51,Local-gov,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,0,North America
7815,41,Local-gov,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Male,40,0,0,North America
4378,25,Private,Some-college,Never-married,Craft-repair,Other-relative,Asian-Pac-Islander,Female,40,0,0,East Asia & Pacific
8921,25,Private,HS-grad,Never-married,Adm-clerical,Unmarried,Black,Male,35,0,0,North America
21259,41,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,0,0,North America
6716,47,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,42,1,0,North America
20120,30,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Male,40,0,0,North America
2261,29,Local-gov,Some-college,Separated,Adm-clerical,Unmarried,White,Female,38,0,0,North America
7429,32,Private,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,0,0,North America
20389,42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,1,0,North America
9302,56,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,60,0,0,North America
28603,56,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,20,1,0,North America
11190,54,Local-gov,Some-college,Never-married,Prof-specialty,Not-in-family,White,Female,40,0,0,Latin America & Caribbean
18778,44,Private,Assoc-voc,Separated,Craft-repair,Other-relative,White,Male,48,1,0,North America
17569,37,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,65,1,0,North America
2007,46,Private,HS-grad,Divorced,Craft-repair,Other-relative,White,Male,40,0,0,North America
193,17,Private,11th,Never-married,Sales,Own-child,White,Female,12,0,0,North America
13803,55,Private,11th,Divorced,Sales,Own-child,White,Female,20,0,0,North America
28484,62,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
8770,52,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,1,0,North America
16300,56,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,1,0,Europe & Central Asia
21909,42,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,0,0,North America
771,35,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,50,0,0,North America
10587,52,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,50,1,0,North America
17862,26,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,48,1,0,North America
18230,19,Private,11th,Never-married,Craft-repair,Other-relative,White,Male,25,0,0,North America
12466,30,Private,Assoc-acdm,Never-married,Other-service,Other-relative,Asian-Pac-Islander,Male,40,0,0,East Asia & Pacific
20124,43,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,1,0,North America
26995,50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,8,0,0,North America
24370,50,Self-emp-not-inc,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,1,0,North America
14868,53,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,50,1,0,North America
14567,29,Private,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,50,0,0,North America
16789,46,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,48,1,0,North America
29948,50,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Female,45,0,0,North America
29724,34,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
10088,56,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,0,0,North America
16910,37,Private,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,40,0,0,North America
6317,17,Private,11th,Never-married,Other-service,Own-child,White,Male,12,0,0,North America
11851,47,Private,11th,Married-civ-spouse,Other-service,Husband,White,Male,40,0,0,North America
6581,29,Private,Assoc-voc,Never-married,Adm-clerical,Not-in-family,White,Female,40,0,0,North America
1447,24,State-gov,Some-college,Never-married,Tech-support,Not-in-family,White,Male,50,0,0,North America
342,26,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,White,Female,15,0,0,North America
23852,41,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,40,0,0,North America
13319,62,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,55,1,0,North America
11328,43,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,55,1,15024,North America
17111,74,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,1,99999,North America
20961,47,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,1,0,North America
9168,47,Self-emp-not-inc,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Male,45,1,10520,North America
